Institution Index,Institution,Last Name,First Name,Ph.D. Graduation Year,Ph.D. Graduate School,Research Interest,H-index,Citations,Publications,Publications Divided by Co-authors
269,Stanford University,Lam,Monica,1987,Carnegie Mellon University,"Human-computer interaction,The Web & information retrieval",9,817,46,17.1
59,Cornell University,Kleinberg,Jon,1996,Massachusetts Institute of Technology,"The Web & information retrieval,Machine learning & data mining,Economics & computation",108,93364,119,47.6
59,Cornell University,Belongie,Serge,2000,University of California - Berkeley,Computer vision,88,68766,91,24.9
59,Cornell University,Kleinberg,Robert,2005,Massachusetts Institute of Technology,"Algorithms & complexity,Economics & computation",57,11136,73,25
59,Cornell University,Halpern,Joseph,1981,Harvard University,Artificial intelligence,88,39962,72,33.9
59,Cornell University,Cardie,Claire,1994,University of Massachusetts Amherst,Natural language processing,67,21728,68,30.2
59,Cornell University,Lee,Daniel,1995,Massachusetts Institute of Technology,Robotics,41,29761,67,24.2
59,Cornell University,Tarods,Eva,1984,Eotvos University,Economics & computation,65,30743,64,23.6
59,Cornell University,Pass,Rafael,2006,Massachusetts Institute of Technology,"Cryptography,Algorithms & complexity",64,6555,62,24.5
59,Cornell University,Ristenpart,Thomas,,University of California - San Diego,Computer security,48,11991,61,15.4
59,Cornell University,Joachims,Thorsten,2001,University of Dortmund,Machine learning & data mining,70,64901,59,26.8
59,Cornell University,Selman,Bart,1991,University of Toronto,Artificial intelligence,73,29139,57,17.5
59,Cornell University,Weinberger,Kilian,2007,University of Pennsylvania,Machine learning & data mining,64,33731,57,13.9
59,Cornell University,Juels,Ari,1996,University of California - Berkeley,Computer security,83,36881,56,16.4
59,Cornell University,Snavely,Noah,2008,University of Washington,Computer vision,49,18269,55,16.3
59,Cornell University,Gomes,Carla,1993,University of Edinburgh,Artificial intelligence,6,207,54,14.4
59,Cornell University,Estrin,Deborah,1985,Massachusetts Institute of Technology,"The Web & information retrieval,Mobile computing,Human-computer interaction",131,129223,50,14.1
59,Cornell University,Marschner,Steve,1998,Cornell University,Computer graphics,45,9904,43,10.5
59,Cornell University,Bala,Kavita,1995,Massachusetts Institute of Technology,Computer graphics,44,9017,42,10.8
59,Cornell University,Greenberg,Donald,1968,Cornell University,Computer graphics,58,15702,42,14.7
59,Cornell University,Shmatikov,Vitaly,,Stanford University,Computer security,58,13538,42,14.4
59,Cornell University,Kozen,Dexter,1977,Cornell University,"Logic & verification,Algorithms & complexity",54,19377,40,22.2
59,Cornell University,Myers,Andrew,1999,Massachusetts Institute of Technology,"Programming languages,Computer security",52,13469,40,13.3
59,Cornell University,Rush,Alexander,2014,Massachusetts Institute of Technology,Natural language processing,34,9918,40,12.2
59,Cornell University,Choudhury,Tanzeem,2004,Massachusetts Institute of Technology,Human-computer interaction,58,14902,38,8.3
59,Cornell University,Suh,G.,2005,Massachusetts Institute of Technology,Computer architecture,35,10455,38,10.7
59,Cornell University,Lee,Lillian,1997,Harvard University,"Natural language processing,The Web & information retrieval",38,35209,37,16.1
59,Cornell University,Kress-Gazit,Hadas,2008,University of Pennsylvania,Robotics,27,3592,35,12.3
59,Cornell University,Ghosh,Arpita,2006,Stanford University,"Economics & computation,The Web & information retrieval",86,36966,34,13.5
59,Cornell University,Zabih,Ramin,,Stanford University,Computer vision,35,39319,31,11.8
59,Cornell University,Hariharan,Bharath,2015,University of California - Berkeley,Computer vision,29,11998,28,7.3
59,Cornell University,Zhang,Zhiru,2007,University of California - Los Angeles,Design automation,26,3045,28,8.3
59,Cornell University,Danescu-Niculescu-Mizil,Cristian,2012,Cornell University,"Natural language processing,The Web & information retrieval",26,3913,27,8.3
59,Cornell University,Artzi,Yoav,2015,University of Washington,Natural language processing,24,2638,25,6.8
59,Cornell University,Williamson,David,1993,Massachusetts Institute of Technology,,44,13128,25,9
59,Cornell University,Shmoys,David,1984,University of California - Berkeley,,57,22904,24,8.8
59,Cornell University,Alvisi,Lorenzo,1996,Cornell University,"Computer networks,Operating systems",48,12327,23,4.1
59,Cornell University,Cosley,Dan,2006,University of Minnesota,Human-computer interaction,42,9245,23,5.9
59,Cornell University,Hopcroft,John,1964,Stanford University,"Machine learning & data mining,The Web & information retrieval,Computer vision",78,68062,23,7.1
59,Cornell University,Naaman,Mor,2005,Stanford University,Human-computer interaction,56,15261,23,6.9
59,Cornell University,Sridharan,Karthik,2011,Toyota Technological Institute Chicago,Machine learning & data mining,31,4531,22,6.7
59,Cornell University,Foster,Nate,2009,University of Pennsylvania,"Programming languages,Computer networks",40,7831,22,6.7
59,Cornell University,Mimno,David,2012,University of Massachusetts Amherst,"Natural language processing,Machine learning & data mining",33,7612,21,6.8
59,Cornell University,Sa,Christopher,2017,Stanford University,Machine learning & data mining,19,1696,21,5.8
59,Cornell University,Constable,Robert,1968,Princeton University,Logic & verification,10,386,20,12.1
59,Cornell University,Pollack,Martha,1986,University of Pennsylvania,,53,15516,20,9.1
59,Cornell University,Sengers,Phoebe,1998,Carnegie Mellon University,Human-computer interaction,38,8146,19,6.1
59,Cornell University,Benson,Austin,2017,Stanford University,Machine learning & data mining,20,1927,18,6.3
59,Cornell University,Agarwal,Rachit,2013,University of Illinois at Urbana-Champaign,Computer networks,27,3105,17,4.1
59,Cornell University,Dell,Nicola,2015,University of Washington,"Human-computer interaction,Computer security",20,1298,17,3.5
59,Cornell University,Bindel,David,2006,University of California - Berkeley,Machine learning & data mining,27,5991,16,4.4
59,Cornell University,Hirsh,Haym,1966,Michigan State University,Artificial intelligence,41,6898,16,8.2
59,Cornell University,Trummer,Immanuel,2016,Ecole Polytechnique Fédérale de Lausanne,Databases,13,629,16,6.4
59,Cornell University,Acharya,Jayadev,2014,University of California - San Diego,Machine learning & data mining,20,1368,15,4.6
59,Cornell University,Albonesi,David,1996,University of Massachusetts Amherst,Computer architecture,34,5043,15,5.5
59,Cornell University,Azenkot,Shiri,2014,University of Washington,Human-computer interaction,21,1766,15,3.8
59,Cornell University,Batten,Christopher,2000,University of Cambridge,Computer architecture,20,2485,15,3.6
59,Cornell University,Haghtalab,Nika,2018,Carnegie Mellon University,"Machine learning & data mining,Artificial intelligence",13,530,15,4.3
59,Cornell University,Martínez,José,2002,University of Illinois at Urbana-Champaign,Computer architecture,15,2744,15,4.6
59,Cornell University,Andersen,Erik,2014,University of Washington,Human-computer interaction,47,17979,14,3.3
59,Cornell University,Banerjee,Siddhartha,2013,University of Texas at Austin,"Measurement & perf. analysis,Machine learning & data mining",16,1138,14,4.6
59,Cornell University,Brachman,Ronald,1977,Havard University,Artificial intelligence,52,21326,12,5.5
59,Cornell University,Birman,Kenneth,1981,University of California - Berkeley,Operating systems,66,23034,11,4.6
59,Cornell University,Jung,Malte,2011,Stanford University,Human-computer interaction,18,1255,11,2.6
59,Cornell University,Kuleshov,Volodymyr,2017,Stanford University,Machine learning & data mining,14,1253,11,4.7
59,Cornell University,Udell,Madeleine,2015,Stanford University,Machine learning & data mining,18,1056,11,3.8
59,Cornell University,Chattopadhyay,Eshan,2016,University of Texas at Austin,Algorithms & complexity,10,472,10,3.7
59,Cornell University,Delimitrou,Christina,2015,Stanford University,Computer architecture,19,2412,10,3
59,Cornell University,Weatherspoon,Hakim,2006,University of California - Berkeley,Computer networks,31,9035,10,1.9
59,Cornell University,Sampson,Adrian,2015,University of Washington,"Computer architecture,Programming languages",17,2987,9,2
59,Cornell University,Schneider,Fred,1975,Stony Brook University,"Operating systems,Programming languages",63,23667,9,3.5
59,Cornell University,Morrisett,Greg,1995,Carnegie Mellon University,"Computer security,Programming languages",50,10700,8,2.5
59,Cornell University,Hoffman,Guy,2008,Massachusetts Institute of Technology,Robotics,30,3587,7,2.6
59,Cornell University,Morrisett,J. Gregory,1995,Carnegie Mellon University,Programming languages,50,10700,7,2.3
59,Cornell University,Nissenbaum,Helen,1983,Stanford University,Human-computer interaction,39,8965,4,1.2
269,Stanford University,Wu,Jiajun,2019,Massachusetts Institute of Technology,"Computer vision,Machine learning & data mining",31,4853,42,7.9
269,Stanford University,Sidford,Aaron,,Massachusetts Institute of Technology,Algorithms & complexity,24,2946,41,12.1
269,Stanford University,Bernstein,Michael,2012,Massachusetts Institute of Technology,Human-computer interaction,47,31293,40,9.1
269,Stanford University,James,Doug,2001,University of British Columbia,Computer graphics,37,6404,40,16.3
269,Stanford University,Brunskill,Emma,2009,Massachusetts Institute of Technology,"Machine learning & data mining,Artificial intelligence",31,4329,39,11.9
269,Stanford University,Liu,Karen,2005,University of Washington,"Robotics,Computer graphics",32,3647,39,13.1
269,Stanford University,Follmer,Sean,2015,Massachusetts Institute of Technology,Human-computer interaction,28,2903,36,9
269,Stanford University,Hennessy,John,1977,The State University of New York at Stony Brook,Computer architecture,71,44929,36,12.6
269,Stanford University,Katti,Sachin,2009,Massachusetts Institute of Technology,Computer networks,54,22347,36,10.1
269,Stanford University,Valiant,Gregory,2012,University of California - Berkeley,"Machine learning & data mining,Algorithms & complexity",29,3056,36,12.7
269,Stanford University,Mazières,David,2000,Massachusetts Institute of Technology,"Computer security,Operating systems,Computer networks",55,17763,35,9.1
269,Stanford University,Engler,Dawson,1998,Massachusetts Institute of Technology,Computer security,46,17992,33,11.4
269,Stanford University,Levis,Philip,2005,University of California - Berkeley,Mobile computing,62,31641,32,7
269,Stanford University,Zaharia,Matei,2013,University of California - Berkeley,"Databases,Computer networks,Operating systems",50,50589,32,7
269,Stanford University,Cheriton,David,1978,University of Waterloo,Computer architecture,50,11202,29,14.2
269,Stanford University,Rubinstein,Aviad,,University of California - Berkeley,Algorithms & complexity,22,1351,29,12.8
269,Stanford University,Duchi,John,2014,University of California - Berkeley,Machine learning & data mining,44,16663,28,9.6
269,Stanford University,Finn,Chelsea,2018,University of California - Berkeley,"Machine learning & data mining,Robotics",35,9547,27,6.4
269,Stanford University,McKeown,Nick,1995,University of California - Berkeley,Computer networks,96,53347,27,5.7
269,Stanford University,Rosenblum,Mendel,1992,University of California - Berkeley,Computer networks,47,13892,27,6.6
269,Stanford University,Salisbury,Kenneth,1982,Stanford University,Robotics,62,30495,24,9.5
269,Stanford University,Zou,James,2014,Harvard University,Machine learning & data mining,32,11978,24,7.7
269,Stanford University,Bohg,Jeannette,2012,KTH Royal Institute of Technology,Robotics,24,2346,23,5.3
269,Stanford University,Barrett,Clark,2003,Stanford University,Logic & verification,41,9367,22,4.6
269,Stanford University,Batzoglou,Serafim,2000,Massachusetts Institute of Technology,Comp. bio & bioinformatics,60,69135,21,5.1
429,University of Michigan,Shin,Kang,1978,Cornell University,"Mobile computing,Computer security,Embedded & real-time systems",109,52367,115,46.7
429,University of Michigan,Jagadish,Hosagrahar,1985,Stanford University,Databases,94,38550,92,32.3
